,female,ccpmember,urban,education,agegroup,income,life,pinterest,self_index,china,confucian_a,confucian_b,confucian_c,confucian_d,termlimit_a_1,termlimit_a_2,termlimit_a,termlist_a_1,termlist_a_2,termlist_a,termlist_b_1,termlist_b_2,termlist_b,weight_internet,treat,y,confucian_all,college,young,high.income,high.life,high.pinterest,high.self,high.china,high.confucian_all,termlimit_a_b
226,1,0,1,6,4,5,4,2,2.333333333,4,2,2,3,3,2,NA,2,NA,2,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,0,1,0,0,1,0,0
227,1,0,1,5,8,6,5,4,3,4,2,2,3,2,NA,4,4,2,NA,2,NA,NA,NA,0.3577848,0,2,2.25,1,0,1,1,1,1,1,0,1
228,1,0,1,5,3,4,4,3,2,4,2,3,3,3,NA,5,5,1,NA,1,NA,NA,NA,0.214487,0,1,2.75,1,1,0,1,1,0,1,1,1
229,0,0,1,5,5,6,5,4,3,4,2,2,2,3,NA,5,5,1,NA,1,NA,NA,NA,0.2849104,0,1,2.25,1,0,1,1,1,1,1,0,1
231,0,0,1,5,4,7,4,3,2.333333333,4,2,1,3,3,NA,1,1,NA,NA,NA,1,NA,1,0.2849104,1,1,2.25,1,0,1,1,1,0,1,0,0
232,1,0,1,5,4,8,5,3,4,4,2,2,3,4,NA,4,4,3,NA,3,NA,NA,NA,0.3577848,0,3,2.75,1,0,1,1,1,1,1,1,1
234,0,0,1,6,3,6,4,2,3,4,2,3,2,3,5,NA,5,NA,NA,NA,NA,2,2,0.1707994,1,2,2.5,1,1,1,1,0,1,1,0,1
237,1,0,1,5,3,7,5,3,3,5,2,3,3,4,5,NA,5,NA,NA,NA,NA,3,3,0.214487,1,3,3,1,1,1,1,1,1,1,1,1
239,0,0,1,5,2,5,5,4,3,5,2,2,2,4,NA,5,5,2,NA,2,NA,NA,NA,0.1707994,0,2,2.5,1,1,0,1,1,1,1,0,1
241,0,1,1,5,4,7,4,3,2.666666667,4,3,3,3,4,NA,4,4,NA,NA,NA,2,NA,2,0.1339237,1,2,3.25,1,0,1,1,1,0,1,1,1
242,1,0,0,6,4,6,4,3,3,4,3,1,2,2,4,NA,4,NA,NA,NA,NA,1,1,0.3577848,1,1,2,1,0,1,1,1,1,1,0,1
247,0,0,1,5,7,5,3,3,2.333333333,3,2,2,2,3,NA,2,2,2,NA,2,NA,NA,NA,0.2849104,0,2,2.25,1,0,0,0,1,0,0,0,0
248,0,1,1,6,3,7,5,3,2.333333333,4,2,1,2,3,NA,4,4,3,NA,3,NA,NA,NA,0.0802852,0,3,2,1,1,1,1,1,0,1,0,1
249,1,1,1,6,4,6,4,3,2.666666667,4,1,2,3,4,NA,4,4,NA,NA,NA,1,NA,1,0.1681787,1,1,2.5,1,0,1,1,1,0,1,0,1
251,0,0,1,5,3,7,5,3,1.666666667,4,2,2,3,2,NA,4,4,2,NA,2,NA,NA,NA,0.1707994,0,2,2.25,1,1,1,1,1,0,1,0,1
254,1,1,1,5,3,9,5,3,4,5,2,2,3,3,NA,5,5,NA,NA,NA,3,NA,3,0.100821,1,3,2.5,1,1,1,1,1,1,1,0,1
256,0,1,1,6,5,8,5,4,3,5,2,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.1339237,0,2,2.75,1,0,1,1,1,1,1,1,1
257,1,0,0,6,2,7,5,3,3.333333333,3,1,2,2,4,NA,2,2,NA,NA,NA,2,NA,2,0.214487,1,2,2.25,1,1,1,1,1,1,0,0,0
258,0,1,1,5,5,4,4,3,3.666666667,4,3,2,2,3,4,NA,4,NA,2,2,NA,NA,NA,0.1339237,0,2,2.5,1,0,0,1,1,1,1,0,1
259,1,1,0,5,2,6,4,3,3,4,2,2,3,3,2,NA,2,NA,2,2,NA,NA,NA,0.100821,0,2,2.5,1,1,1,1,1,1,1,0,0
260,0,1,1,5,3,6,4,3,3,4,2,2,2,3,5,NA,5,NA,NA,NA,NA,3,3,0.0802852,1,3,2.25,1,1,1,1,1,1,1,0,1
261,0,0,1,5,4,5,5,3,2.666666667,4,1,1,1,2,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,1.25,1,0,0,1,1,0,1,0,1
262,1,1,1,5,3,6,4,3,3.333333333,4,2,2,2,2,NA,5,5,4,NA,4,NA,NA,NA,0.100821,0,4,2,1,1,1,1,1,1,1,0,1
263,1,0,1,4,6,7,4,3,1.666666667,5,2,2,3,3,NA,5,5,3,NA,3,NA,NA,NA,3.758696,0,3,2.5,0,0,1,1,1,0,1,0,1
264,1,1,0,5,3,8,5,3,4.333333333,5,2,2,2,3,5,NA,5,NA,3,3,NA,NA,NA,0.100821,0,3,2.25,1,1,1,1,1,1,1,0,1
266,1,1,1,5,4,7,4,3,2.333333333,4,2,2,2,2,2,NA,2,NA,NA,NA,NA,1,1,0.1681787,1,1,2,1,0,1,1,1,0,1,0,0
267,0,1,1,6,2,8,5,4,3,5,4,3,4,4,4,NA,4,NA,1,1,NA,NA,NA,0.0802852,0,1,3.75,1,1,1,1,1,1,1,1,1
268,0,0,1,6,4,7,4,2,2,3,2,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.2849104,0,2,2.75,1,0,1,1,0,0,0,1,1
269,0,1,0,5,9,7,5,3,1.666666667,4,3,3,3,3,NA,4,4,NA,NA,NA,2,NA,2,0.1339237,1,2,3,1,0,1,1,1,0,1,1,1
270,1,0,1,5,3,3,3,2,2,3,2,2,2,3,NA,4,4,2,NA,2,NA,NA,NA,0.214487,0,2,2.25,1,1,0,0,0,0,0,0,1
272,1,0,1,5,4,6,2,4,3,4,2,1,1,3,NA,2,2,NA,NA,NA,3,NA,3,0.3577848,1,3,1.75,1,0,1,0,1,1,1,0,0
275,0,1,1,5,4,9,3,3,3.333333333,4,2,4,3,4,1,NA,1,NA,3,3,NA,NA,NA,0.1339237,0,3,3.25,1,0,1,0,1,1,1,1,0
276,0,1,0,5,5,5,3,4,2.666666667,5,2,3,3,4,2,NA,2,NA,2,2,NA,NA,NA,0.1339237,0,2,3,1,0,0,0,1,0,1,1,0
277,0,0,1,5,4,7,5,4,3.333333333,5,1,1,1,2,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,1.25,1,0,1,1,1,1,1,0,1
278,0,0,1,6,4,7,4,2,2,3,2,1,2,3,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,2,1,0,1,1,0,0,0,0,1
281,0,1,1,6,5,7,3,1,3,4,2,2,3,3,NA,4,4,NA,NA,NA,1,NA,1,0.1339237,1,1,2.5,1,0,1,0,0,1,1,0,1
282,1,0,1,6,5,5,4,2,3,3,2,2,3,3,4,NA,4,NA,1,1,NA,NA,NA,0.3577848,0,1,2.5,1,0,0,1,0,1,0,0,1
283,1,0,0,5,3,5,4,4,3.333333333,5,3,4,4,4,NA,4,4,2,NA,2,NA,NA,NA,0.214487,0,2,3.75,1,1,0,1,1,1,1,1,1
284,0,0,1,5,4,7,4,4,2.333333333,4,3,2,4,3,NA,5,5,NA,NA,NA,3,NA,3,0.2849104,1,3,3,1,0,1,1,1,0,1,1,1
285,0,0,1,5,2,6,5,2,2,4,3,3,3,4,NA,2,2,NA,NA,NA,2,NA,2,0.1707994,1,2,3.25,1,1,1,1,0,0,1,1,0
286,0,0,0,4,4,8,5,3,2.666666667,5,3,3,3,3,NA,4,4,NA,NA,NA,2,NA,2,2.993115,1,2,3,0,0,1,1,1,0,1,1,1
287,0,1,1,5,2,7,4,3,4.666666667,4,3,3,3,4,NA,5,5,NA,NA,NA,3,NA,3,0.0802852,1,3,3.25,1,1,1,1,1,1,1,1,1
288,0,0,1,5,3,5,3,3,1.666666667,3,3,3,3,3,2,NA,2,NA,2,2,NA,NA,NA,0.1707994,0,2,3,1,1,0,0,1,0,0,1,0
289,0,1,1,5,4,7,5,4,3,5,2,4,3,4,1,NA,1,NA,2,2,NA,NA,NA,0.1339237,0,2,3.25,1,0,1,1,1,1,1,1,0
291,1,0,0,4,2,4,4,3,2.333333333,5,2,3,2,2,2,NA,2,NA,1,1,NA,NA,NA,2.253273,0,1,2.25,0,1,0,1,1,0,1,0,0
293,1,0,1,5,8,2,1,3,2.666666667,1,1,1,1,1,1,NA,1,NA,1,1,NA,NA,NA,0.3577848,0,1,1,1,0,0,0,1,0,0,0,0
294,1,0,1,6,4,6,4,4,2.333333333,1,1,1,1,1,NA,1,1,NA,NA,NA,1,NA,1,0.3577848,1,1,1,1,0,1,1,1,0,0,0,0
296,0,0,1,5,4,7,4,3,2.333333333,4,2,2,2,2,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,2,1,0,1,1,1,0,1,0,1
297,0,0,1,5,6,5,4,2,2.333333333,4,3,2,3,3,2,NA,2,NA,NA,NA,NA,2,2,0.2849104,1,2,2.75,1,0,0,1,0,0,1,1,0
298,1,0,0,5,2,6,4,3,3,4,2,1,3,3,1,NA,1,NA,NA,NA,NA,2,2,0.214487,1,2,2.25,1,1,1,1,1,1,1,0,0
300,1,0,1,5,3,6,3,2,3,2,1,1,2,3,1,NA,1,NA,NA,NA,NA,3,3,0.214487,1,3,1.75,1,1,1,0,0,1,0,0,0
301,0,0,0,5,4,6,4,4,2.666666667,3,2,2,2,3,2,NA,2,NA,1,1,NA,NA,NA,0.2849104,0,1,2.25,1,0,1,1,1,0,0,0,0
302,1,0,1,5,3,6,5,3,2,4,2,3,3,3,2,NA,2,NA,NA,NA,NA,3,3,0.214487,1,3,2.75,1,1,1,1,1,0,1,1,0
304,1,0,1,5,3,6,4,3,3,4,2,1,2,2,4,NA,4,NA,2,2,NA,NA,NA,0.214487,0,2,1.75,1,1,1,1,1,1,1,0,1
305,0,0,1,4,6,5,3,2,2,3,1,1,1,2,1,NA,1,NA,3,3,NA,NA,NA,2.993115,0,3,1.25,0,0,0,0,0,0,0,0,0
306,1,0,0,3,1,4,4,2,2.666666667,4,2,1,3,4,2,NA,2,NA,2,2,NA,NA,NA,2.253273,0,2,2.5,0,1,0,1,0,0,1,0,0
307,1,0,1,5,3,7,4,4,3.666666667,4,2,3,2,4,2,NA,2,NA,NA,NA,NA,3,3,0.214487,1,3,2.75,1,1,1,1,1,1,1,1,0
308,1,1,1,6,3,8,5,3,3,5,3,3,3,3,5,NA,5,NA,NA,NA,NA,2,2,0.100821,1,2,3,1,1,1,1,1,1,1,1,1
310,0,1,1,5,3,7,4,2,2,3,2,3,3,3,4,NA,4,NA,3,3,NA,NA,NA,0.0802852,0,3,2.75,1,1,1,1,0,0,0,1,1
311,0,0,1,5,4,6,5,3,2.333333333,4,3,3,3,3,4,NA,4,NA,NA,NA,NA,1,1,0.2849104,1,1,3,1,0,1,1,1,0,1,1,1
312,1,0,1,5,5,6,4,4,2.666666667,4,2,3,3,3,2,NA,2,NA,2,2,NA,NA,NA,0.3577848,0,2,2.75,1,0,1,1,1,0,1,1,0
314,0,0,1,6,3,7,4,4,2.666666667,3,2,1,1,3,NA,4,4,NA,NA,NA,3,NA,3,0.1707994,1,3,1.75,1,1,1,1,1,0,0,0,1
315,0,0,1,5,4,7,5,4,2.666666667,4,3,2,2,3,5,NA,5,NA,2,2,NA,NA,NA,0.2849104,0,2,2.5,1,0,1,1,1,0,1,0,1
316,1,1,1,6,3,7,5,3,3.666666667,3,4,3,3,4,NA,4,4,3,NA,3,NA,NA,NA,0.100821,0,3,3.5,1,1,1,1,1,1,0,1,1
317,1,0,1,6,4,3,3,1,1.333333333,4,2,1,2,2,NA,1,1,NA,NA,NA,1,NA,1,0.3577848,1,1,1.75,1,0,0,0,0,0,1,0,0
318,0,1,0,5,3,4,3,4,2,4,2,2,2,4,NA,4,4,NA,NA,NA,4,NA,4,0.0802852,1,4,2.5,1,1,0,0,1,0,1,0,1
319,1,0,1,5,3,6,4,4,2,4,2,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.214487,0,2,2.25,1,1,1,1,1,0,1,0,0
320,0,0,1,5,2,7,4,3,3.666666667,4,2,2,2,2,2,NA,2,NA,2,2,NA,NA,NA,0.1707994,0,2,2,1,1,1,1,1,1,1,0,0
323,0,0,1,3,2,6,5,4,2.333333333,5,4,4,4,4,2,NA,2,NA,NA,NA,NA,2,2,1.794325,1,2,4,0,1,1,1,1,0,1,1,0
324,0,0,1,5,3,7,5,4,2.333333333,4,3,3,2,4,NA,2,2,NA,NA,NA,3,NA,3,0.1707994,1,3,3,1,1,1,1,1,0,1,1,0
326,1,0,1,3,6,5,3,2,2,4,2,3,3,3,2,NA,2,NA,1,1,NA,NA,NA,3.758696,0,1,2.75,0,0,0,0,0,0,1,1,0
328,1,1,1,6,4,8,5,4,3,3,1,2,2,4,2,NA,2,NA,NA,NA,NA,1,1,0.1681787,1,1,2.25,1,0,1,1,1,1,0,0,0
329,1,0,1,5,4,5,4,2,2.333333333,4,2,2,2,3,4,NA,4,NA,2,2,NA,NA,NA,0.3577848,0,2,2.25,1,0,0,1,0,0,1,0,1
330,1,0,1,5,3,6,4,3,2.333333333,4,2,2,2,3,2,NA,2,NA,NA,NA,NA,2,2,0.214487,1,2,2.25,1,1,1,1,1,0,1,0,0
331,0,0,1,6,3,5,4,3,2,4,2,2,2,2,NA,4,4,2,NA,2,NA,NA,NA,0.1707994,0,2,2,1,1,0,1,1,0,1,0,1
332,1,1,0,5,2,6,5,3,2.333333333,5,2,4,2,3,NA,2,2,2,NA,2,NA,NA,NA,0.100821,0,2,2.75,1,1,1,1,1,0,1,1,0
333,1,1,1,6,4,7,4,4,3,4,2,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.1681787,0,2,2.25,1,0,1,1,1,1,1,0,0
334,0,0,0,5,3,7,4,3,2.666666667,4,3,4,3,3,NA,2,2,3,NA,3,NA,NA,NA,0.1707994,0,3,3.25,1,1,1,1,1,0,1,1,0
335,0,0,1,5,4,8,4,3,3.333333333,4,2,2,2,3,NA,4,4,3,NA,3,NA,NA,NA,0.2849104,0,3,2.25,1,0,1,1,1,1,1,0,1
336,0,0,1,5,3,6,4,3,2.666666667,4,2,3,2,3,NA,2,2,NA,NA,NA,3,NA,3,0.1707994,1,3,2.5,1,1,1,1,1,0,1,0,0
337,0,1,0,5,9,7,4,3,2,5,3,3,4,4,NA,4,4,NA,NA,NA,2,NA,2,0.1339237,1,2,3.5,1,0,1,1,1,0,1,1,1
339,1,0,1,5,5,7,4,3,3,4,1,1,2,2,4,NA,4,NA,2,2,NA,NA,NA,0.3577848,0,2,1.5,1,0,1,1,1,1,1,0,1
340,1,0,1,5,4,5,3,4,2.333333333,4,2,2,4,3,4,NA,4,NA,NA,NA,NA,2,2,0.3577848,1,2,2.75,1,0,0,0,1,0,1,1,1
341,0,0,0,5,2,5,4,3,2.333333333,3,2,2,2,3,NA,1,1,2,NA,2,NA,NA,NA,0.1707994,0,2,2.25,1,1,0,1,1,0,0,0,0
342,1,1,1,5,3,5,3,3,3,3,2,2,2,3,4,NA,4,NA,1,1,NA,NA,NA,0.100821,0,1,2.25,1,1,0,0,1,1,0,0,1
343,1,0,1,5,4,6,4,3,2.666666667,3,2,2,2,3,NA,5,5,2,NA,2,NA,NA,NA,0.3577848,0,2,2.25,1,0,1,1,1,0,0,0,1
344,0,0,1,5,4,6,5,3,2.333333333,5,2,3,4,4,NA,5,5,2,NA,2,NA,NA,NA,0.2849104,0,2,3.25,1,0,1,1,1,0,1,1,1
345,0,1,0,5,3,4,4,4,2.333333333,4,2,3,3,4,NA,5,5,3,NA,3,NA,NA,NA,0.0802852,0,3,3,1,1,0,1,1,0,1,1,1
346,1,0,1,4,5,6,4,2,3,4,3,3,3,3,NA,2,2,NA,NA,NA,2,NA,2,3.758696,1,2,3,0,0,1,1,0,1,1,1,0
347,0,0,1,5,2,7,4,3,2.666666667,5,3,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.1707994,0,2,3,1,1,1,1,1,0,1,1,1
350,1,0,1,5,3,7,4,3,3,4,2,2,2,2,1,NA,1,NA,NA,NA,NA,1,1,0.214487,1,1,2,1,1,1,1,1,1,1,0,0
351,1,0,1,5,4,7,4,3,1.333333333,4,2,2,3,3,NA,1,1,NA,NA,NA,1,NA,1,0.3577848,1,1,2.5,1,0,1,1,1,0,1,0,0
352,1,0,1,5,5,7,3,3,3.333333333,3,2,1,3,2,NA,2,2,NA,NA,NA,2,NA,2,0.3577848,1,2,2,1,0,1,0,1,1,0,0,0
353,1,0,1,5,3,5,3,3,1.666666667,4,3,2,3,3,1,NA,1,NA,NA,NA,NA,2,2,0.214487,1,2,2.75,1,1,0,0,1,0,1,1,0
355,1,0,0,5,3,6,4,4,3.666666667,4,1,2,3,3,NA,2,2,3,NA,3,NA,NA,NA,0.214487,0,3,2.25,1,1,1,1,1,1,1,0,0
356,1,0,0,5,4,5,3,3,3,3,2,2,3,3,NA,2,2,NA,NA,NA,3,NA,3,0.3577848,1,3,2.5,1,0,0,0,1,1,0,0,0
359,0,0,1,5,4,6,4,4,3.333333333,5,1,1,2,3,1,NA,1,NA,2,2,NA,NA,NA,0.2849104,0,2,1.75,1,0,1,1,1,1,1,0,0
360,1,0,1,6,3,8,4,4,4.333333333,5,2,2,3,3,5,NA,5,NA,0,0,NA,NA,NA,0.214487,0,0,2.5,1,1,1,1,1,1,1,0,1
361,1,0,1,3,6,6,5,4,2.333333333,5,2,1,2,4,NA,2,2,2,NA,2,NA,NA,NA,3.758696,0,2,2.25,0,0,1,1,1,0,1,0,0
362,0,1,0,5,9,6,4,4,2,4,4,3,4,3,NA,4,4,NA,NA,NA,3,NA,3,0.1339237,1,3,3.5,1,0,1,1,1,0,1,1,1
363,1,0,1,5,3,8,5,4,2.333333333,4,2,1,3,3,NA,2,2,NA,NA,NA,2,NA,2,0.214487,1,2,2.25,1,1,1,1,1,0,1,0,0
364,0,0,1,5,6,6,3,2,2,3,3,2,2,2,NA,2,2,NA,NA,NA,1,NA,1,0.2849104,1,1,2.25,1,0,1,0,0,0,0,0,0
365,0,0,1,5,5,7,5,3,3,5,3,4,4,3,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,3.5,1,0,1,1,1,1,1,1,1
367,0,0,1,5,7,4,2,4,3.333333333,2,2,2,2,2,NA,5,5,2,NA,2,NA,NA,NA,0.2849104,0,2,2,1,0,0,0,1,1,0,0,1
368,1,0,1,5,3,7,4,2,1.666666667,4,1,1,1,3,NA,5,5,1,NA,1,NA,NA,NA,0.214487,0,1,1.5,1,1,1,1,0,0,1,0,1
370,1,0,1,5,5,7,5,4,2.666666667,5,1,1,1,4,4,NA,4,NA,1,1,NA,NA,NA,0.3577848,0,1,1.75,1,0,1,1,1,0,1,0,1
373,1,0,1,5,3,5,4,3,2.666666667,4,2,1,2,3,NA,1,1,NA,NA,NA,2,NA,2,0.214487,1,2,2,1,1,0,1,1,0,1,0,0
374,1,1,1,6,3,8,5,3,3.333333333,4,3,3,3,3,NA,4,4,NA,NA,NA,3,NA,3,0.100821,1,3,3,1,1,1,1,1,1,1,1,1
375,1,0,1,6,3,6,4,3,2.333333333,4,2,2,2,4,NA,4,4,2,NA,2,NA,NA,NA,0.214487,0,2,2.5,1,1,1,1,1,0,1,0,1
376,0,1,1,5,4,6,3,3,3.666666667,5,2,2,3,3,NA,5,5,NA,NA,NA,4,NA,4,0.1339237,1,4,2.5,1,0,1,0,1,1,1,0,1
377,1,1,1,6,4,9,5,4,4,5,1,3,4,4,NA,5,5,NA,NA,NA,2,NA,2,0.1681787,1,2,3,1,0,1,1,1,1,1,1,1
378,0,0,1,6,4,5,5,4,3.333333333,4,3,2,3,3,4,NA,4,NA,NA,NA,NA,2,2,0.2849104,1,2,2.75,1,0,0,1,1,1,1,1,1
380,1,0,0,5,2,7,5,3,3,4,2,2,2,3,NA,2,2,NA,NA,NA,1,NA,1,0.214487,1,1,2.25,1,1,1,1,1,1,1,0,0
381,1,0,1,6,4,8,5,1,2,4,1,2,1,3,NA,2,2,NA,NA,NA,4,NA,4,0.3577848,1,4,1.75,1,0,1,1,0,0,1,0,0
383,1,0,1,5,4,7,5,4,3,4,1,3,3,3,NA,4,4,NA,NA,NA,3,NA,3,0.3577848,1,3,2.5,1,0,1,1,1,1,1,0,1
384,0,0,1,6,5,1,5,4,3.666666667,3,3,4,4,4,1,NA,1,NA,NA,NA,NA,4,4,0.2849104,1,4,3.75,1,0,0,1,1,1,0,1,0
385,0,0,0,5,3,5,4,3,2.666666667,4,2,3,3,2,5,NA,5,NA,2,2,NA,NA,NA,0.1707994,0,2,2.5,1,1,0,1,1,0,1,0,1
386,1,0,1,5,2,6,3,2,2.333333333,4,2,2,2,3,NA,2,2,NA,NA,NA,1,NA,1,0.214487,1,1,2.25,1,1,1,0,0,0,1,0,0
388,0,1,1,5,3,8,5,4,3,5,2,3,2,4,NA,5,5,3,NA,3,NA,NA,NA,0.0802852,0,3,2.75,1,1,1,1,1,1,1,1,1
389,0,0,1,6,3,7,5,4,4,4,2,2,1,3,4,NA,4,NA,NA,NA,NA,1,1,0.1707994,1,1,2,1,1,1,1,1,1,1,0,1
390,0,0,1,5,4,7,3,4,2.666666667,4,3,2,4,4,5,NA,5,NA,2,2,NA,NA,NA,0.2849104,0,2,3.25,1,0,1,0,1,0,1,1,1
391,1,0,0,5,2,5,2,3,2,3,2,2,2,2,NA,2,2,1,NA,1,NA,NA,NA,0.214487,0,1,2,1,1,0,0,1,0,0,0,0
392,0,1,0,5,9,6,4,4,2,5,4,4,4,4,NA,4,4,1,NA,1,NA,NA,NA,0.1339237,0,1,4,1,0,1,1,1,0,1,1,1
393,1,0,1,5,3,5,5,3,3,4,2,4,4,4,2,NA,2,NA,NA,NA,NA,2,2,0.214487,1,2,3.5,1,1,0,1,1,1,1,1,0
396,1,1,1,5,4,6,5,3,2.333333333,5,3,2,2,3,5,NA,5,NA,NA,NA,NA,2,2,0.1681787,1,2,2.5,1,0,1,1,1,0,1,0,1
397,0,0,1,5,4,5,4,4,3,1,2,1,1,3,1,NA,1,NA,NA,NA,NA,2,2,0.2849104,1,2,1.75,1,0,0,1,1,1,0,0,0
398,0,0,1,5,4,6,3,4,3.333333333,5,1,1,2,4,4,NA,4,NA,2,2,NA,NA,NA,0.2849104,0,2,2,1,0,1,0,1,1,1,0,1
400,1,0,0,5,2,5,2,2,1.666666667,4,1,2,3,3,1,NA,1,NA,2,2,NA,NA,NA,0.214487,0,2,2.25,1,1,0,0,0,0,1,0,0
402,0,1,1,3,10,4,4,4,2,4,3,2,3,4,NA,5,5,2,NA,2,NA,NA,NA,1.40693,0,2,3,0,0,0,1,1,0,1,1,1
403,0,1,0,5,3,6,5,4,2,5,2,3,3,2,5,NA,5,NA,2,2,NA,NA,NA,0.0802852,0,2,2.5,1,1,1,1,1,0,1,0,1
404,1,1,1,6,9,6,4,2,2,4,2,2,2,3,5,NA,5,NA,NA,NA,NA,3,3,0.1681787,1,3,2.25,1,0,1,1,0,0,1,0,1
405,0,0,1,5,2,7,4,2,2.666666667,4,1,2,3,4,NA,1,1,NA,NA,NA,2,NA,2,0.1707994,1,2,2.5,1,1,1,1,0,0,1,0,0
406,1,0,1,4,5,1,3,3,1,1,2,2,1,2,1,NA,1,NA,NA,NA,NA,1,1,3.758696,1,1,1.75,0,0,0,0,1,0,0,0,0
408,1,0,1,4,5,5,3,1,1.666666667,3,1,3,1,2,1,NA,1,NA,NA,NA,NA,0,0,3.758696,1,0,1.75,0,0,0,0,0,0,0,0,0
410,1,0,0,5,4,4,3,3,3,3,4,4,4,4,NA,5,5,NA,NA,NA,3,NA,3,0.3577848,1,3,4,1,0,0,0,1,1,0,1,1
411,0,0,1,4,3,5,2,1,3,1,2,2,1,1,1,NA,1,NA,1,1,NA,NA,NA,1.794325,0,1,1.5,0,1,0,0,0,1,0,0,0
412,1,0,1,3,10,6,4,4,2.333333333,5,4,3,4,4,NA,4,4,NA,NA,NA,4,NA,4,3.758696,1,4,3.75,0,0,1,1,1,0,1,1,1
413,1,0,0,3,3,5,5,3,4,4,3,2,3,4,NA,5,5,NA,NA,NA,2,NA,2,2.253273,1,2,3,0,1,0,1,1,1,1,1,1
414,0,1,1,6,4,7,4,3,2.333333333,4,3,2,3,3,NA,4,4,1,NA,1,NA,NA,NA,0.1339237,0,1,2.75,1,0,1,1,1,0,1,1,1
415,1,0,1,5,2,7,5,2,2.666666667,5,1,1,2,3,NA,2,2,1,NA,1,NA,NA,NA,0.214487,0,1,1.75,1,1,1,1,0,0,1,0,0
416,0,0,1,5,2,6,4,3,2.333333333,5,2,2,1,3,NA,4,4,3,NA,3,NA,NA,NA,0.1707994,0,3,2,1,1,1,1,1,0,1,0,1
417,1,0,0,3,3,7,4,3,2.333333333,4,2,2,3,3,4,NA,4,NA,NA,NA,NA,5,5,2.253273,1,5,2.5,0,1,1,1,1,0,1,0,1
418,1,0,0,5,1,6,4,4,3.333333333,4,2,1,2,2,NA,4,4,2,NA,2,NA,NA,NA,0.214487,0,2,1.75,1,1,1,1,1,1,1,0,1
420,1,0,1,5,5,7,4,4,3.333333333,5,3,3,3,3,5,NA,5,NA,3,3,NA,NA,NA,0.3577848,0,3,3,1,0,1,1,1,1,1,1,1
421,0,1,1,5,5,9,5,4,3.666666667,5,3,2,4,4,NA,5,5,NA,NA,NA,4,NA,4,0.1339237,1,4,3.25,1,0,1,1,1,1,1,1,1
422,0,1,1,4,7,5,4,3,3,4,3,3,3,4,NA,5,5,2,NA,2,NA,NA,NA,1.40693,0,2,3.25,0,0,0,1,1,1,1,1,1
423,0,0,1,5,7,8,5,4,4,5,2,1,1,1,5,NA,5,NA,NA,NA,NA,3,3,0.2849104,1,3,1.25,1,0,1,1,1,1,1,0,1
425,0,0,1,5,7,6,5,2,2.333333333,5,3,3,3,4,NA,2,2,NA,NA,NA,2,NA,2,0.2849104,1,2,3.25,1,0,1,1,0,0,1,1,0
426,1,0,1,5,7,7,5,4,2.666666667,5,1,2,3,4,5,NA,5,NA,NA,NA,NA,4,4,0.3577848,1,4,2.5,1,0,1,1,1,0,1,0,1
427,1,0,0,5,3,6,5,3,3.333333333,4,1,3,2,3,4,NA,4,NA,3,3,NA,NA,NA,0.214487,0,3,2.25,1,1,1,1,1,1,1,0,1
428,0,1,1,5,7,7,5,4,2.333333333,4,2,2,3,3,5,NA,5,NA,2,2,NA,NA,NA,0.1339237,0,2,2.5,1,0,1,1,1,0,1,0,1
430,0,0,0,5,5,7,5,3,2.333333333,4,3,4,4,4,NA,4,4,3,NA,3,NA,NA,NA,0.2849104,0,3,3.75,1,0,1,1,1,0,1,1,1
432,0,0,0,3,4,2,3,4,1,1,1,2,1,2,NA,1,1,NA,NA,NA,2,NA,2,2.993115,1,2,1.5,0,0,0,0,1,0,0,0,0
436,0,0,1,5,7,6,4,3,2.333333333,4,2,2,3,3,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,2.5,1,0,1,1,1,0,1,0,1
437,1,0,1,5,4,6,4,3,2.333333333,4,2,2,3,3,NA,2,2,2,NA,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,1,1,1,0,1,0,0
439,0,1,1,4,10,5,3,3,2.666666667,2,3,3,2,2,1,NA,1,NA,NA,NA,NA,3,3,1.40693,1,3,2.5,0,0,0,0,1,0,0,0,0
440,0,0,1,5,4,7,4,3,2,3,2,2,1,3,1,NA,1,NA,2,2,NA,NA,NA,0.2849104,0,2,2,1,0,1,1,1,0,0,0,0
441,0,0,1,6,7,5,1,1,3.333333333,1,2,1,1,3,NA,1,1,NA,NA,NA,0,NA,0,0.2849104,1,0,1.75,1,0,0,0,0,1,0,0,0
442,0,0,1,5,7,5,4,3,2.666666667,4,3,3,3,3,NA,4,4,2,NA,2,NA,NA,NA,0.2849104,0,2,3,1,0,0,1,1,0,1,1,1
